rollno,register_sem,subno,sub_type
1901EE66,5,EE330,1901EE66,5,EE331,1901EE66,5,EE350,1901EE66,5,EE370,1901EE66,5,EE372,1901EE66,5,EE381,1901EE66,5,PH301,1901EE66,5,HS301,
