rollno,register_sem,subno,sub_type
1901CB33,5,CB301,1901CB33,5,CB305,1901CB33,5,CB307,1901CB33,5,CB309,1901CB33,5,CB317,1901CB33,5,CS384,1901CB33,5,CB303,
