rollno,register_sem,subno,sub_type
2001CE10,3,MA201,2001CE10,3,HS201,2001CE10,3,CE293,2001CE10,3,CE291,2001CE10,3,CE213,2001CE10,3,CE211,2001CE10,3,CE203,
