EE203,Analog Integrated Circuits,3-0-0,6,CORE,AA
EE204,Analog Circuits Laboratory,0-0-3,3,CORE,BB
EE230,Principles of Communication,3-1-0,8,CORE,AA
EE280,Electrical Machines,3-0-0,6,CORE,BB
EE281,Electrical Machines Laboratory,0-0-3,3,CORE,AA
HS222,"Language, Human Mind and Indian Society",3-0-0,6,HS Elective,AB
MA225,Probability Theory and Random Processes,3-1-0,8,CORE,BC
MA251,Optimization Techniques,3-0-0,6,Elective-Sc.,AB
