EE483,Distributed Energy Resources,3-0-0,6,Departmental Elective - III,AB
EE491,Visual Surveillance Systems,3-0-0,6,Departmental Elective - IV,AB
EE499,Project - II,0-0-14,14,CORE,AB
HS441,Industrial and Organizational Psychology,3-0-0,6,HSS Elective,AA
PH403,Photovoltaics & Fuel Cell Technology,3-0-0,6,Open Elective - II,AA
