CH101,Chemistry - I,3-1-0,8,CORE,BC
CH110,Chemistry Laboratory,0-0-3,3,CORE,AA
EE101,Electrical Sciences,3-1-0,8,CORE,CD
HS101,English : Language Through Literature,3-0-0,6,CORE,AB
MA101,Mathematics - I,3-1-0,8,CORE,BC
ME111,Engineering Drawing,2-0-3,7,CORE,AB
PH101,Physics - I,2-1-0,6,CORE,CC
PH110,Physics Laboratory,0-0-3,3,CORE,AA
