CS302,Theory of Computation,3-0-0,6,CORE,BB
CS346,Compilers,3-0-0,6,CORE,BB
CS347,Compliers Laboratory,0-0-3,3,CORE,AB
CS348,Computer Networks,3-0-2,8,CORE,AA
CS362,Computer Graphics,3-0-2,8,CORE,BB
CS399,Seminar,0-0-3,3,CORE,AA
HS311,Diasporic Literature,3-0-0,6,HSS Elective,BC
